,Name,Location,Suberb,PostCode,Price Today,Price Tomorrow,Brand
128,BP Waikiki,430 Safety Bay Rd,SAFETY BAY,6169,183.9,175.9,BP
125,BP Morley,335 Walter Rd West,MORLEY,6062,183.9,175.9,BP
124,BP 2go Morrison Road,226 Morrison Rd,MIDVALE,6056,183.9,175.9,BP
123,BP Malaga,370 Victoria Rd,MALAGA,6090,183.9,175.9,BP
121,BP Embleton,484 Walter Rd East,EMBLETON,6062,183.9,175.9,BP
120,BP Thornlie,459 Nicholson Rd,CANNING VALE,6155,183.9,175.9,BP
305,Ampol Foodary Northlands,391 Wanneroo Rd,BALCATTA,6021,189.9,175.9,Ampol
130,BP Dog Swamp,4 Wanneroo Rd,YOKINE,6060,183.9,175.9,BP
331,BP The Lakes Roadhouse,13724 Great Eastern Hwy,THE LAKES,6556,189.9,175.9,BP
141,Ampol Foodary Doubleview,365 Scarborough Beach Rd,DOUBLEVIEW,6018,184.9,175.9,Ampol
250,BP Connect Main Street,218 Main St,OSBORNE PARK,6017,187.9,175.9,BP
454,BP South Fremantle,229B Hampton Rd,SOUTH FREMANTLE,6162,191.9,175.9,BP
460,BP 2go Woodvale,941 Whitfords Ave,WOODVALE,6026,191.9,175.9,BP
150,Ampol Foodary South Lake,2 Omeo St,SOUTH LAKE,6164,184.9,175.9,Ampol
203,BP Connect Wellington Rd,261 Walter Rd West,MORLEY,6062,186.9,175.9,BP
23,Ampol Foodary Gosnells North,2100 Albany Hwy,GOSNELLS,6110,177.9,175.9,Ampol
118,BP Attadale,530 Canning Hwy,ATTADALE,6156,183.9,175.9,BP
442,BP 2go Cannington,1443 Albany Hwy,CANNINGTON,6107,191.9,175.9,BP
144,Ampol Foodary Glendalough,2 Jon Sanders Dr,GLENDALOUGH,6016,184.9,175.9,Ampol
25,7-Eleven Maddington South,1969 Albany Hwy,MADDINGTON,6109,177.9,175.9,7 Eleven
76,7-Eleven Malaga,650 Marshall Rd,MALAGA,6090,182.3,176.3,7 Eleven
222,Caltex Kwinana Truck Stop,4 Ocean St,KWINANA BEACH,6167,187.7,176.5,Caltex
52,United Leda,2 Feilman Dr,LEDA,6170,180.8,176.5,United
17,Atlas Fuel Forrestfield,78C Hale Rd,FORRESTFIELD,6058,176.5,176.5,Atlas
89,United Northbridge,31 Fitzgerald St,NORTHBRIDGE,6003,182.5,176.5,United
50,United Tapping,1369 Wanneroo Rd,WANNEROO,6065,180.5,176.5,United
18,United Naval Base Truck Stop,13 Lionel St,NAVAL BASE,6165,176.5,176.5,United
126,Vibe Morley,430 Morley Dr,MORLEY,6062,183.9,176.7,Vibe
46,Vibe Canning Vale,6 Birnam Rd,CANNING VALE,6155,180.3,176.7,Vibe
162,Vibe Subiaco,123 Thomas St,SUBIACO,6008,185.7,176.7,Vibe
106,Vibe Osborne Park,7 Hutton St,OSBORNE PARK,6017,183.3,176.7,Vibe
51,Vibe Welshpool,124 Welshpool Rd,WELSHPOOL,6106,180.7,176.7,Vibe
60,Vibe Nollamara,66 Sylvia St,NOLLAMARA,6061,181.7,176.7,Vibe
241,Caltex Edgewater,2 The Gateway,EDGEWATER,6027,187.9,176.7,Caltex
152,7-Eleven Wanneroo South,929-931 Wanneroo Rd,WANNEROO,6065,184.9,176.7,7 Eleven
29,Petro Fuels Swan View,309 Morrison Rd,SWAN VIEW,6056,178.8,176.8,Petro
275,Ampol Foodary Kwinana,Cnr Mandurah Rd & Wellard Rd,KWINANA BEACH,6167,188.9,176.9,Ampol
303,Ampol Foodary Melville,585 Canning Hwy,ALFRED COVE,6154,189.9,176.9,Ampol
314,BP Halls Head,2 Guava Way,HALLS HEAD,6210,189.9,176.9,BP
151,EG Ampol South Lake,752 North Lake Rd,SOUTH LAKE,6164,184.9,176.9,EG Ampol
172,OTR Como,73 Manning Rd,MANNING,6152,185.9,176.9,Shell
306,BP Baldivis Northbound Travel Centre,Lot 191 Paparone Rd,BALDIVIS,6171,189.9,176.9,BP
249,BP 2go Noranda,40 Benara Rd,NORANDA,6062,187.9,176.9,BP
178,7-Eleven Haynes,1256 Armadale Rd,ARMADALE,6112,186.9,176.9,7 Eleven
170,OTR Maddington,1-3 Sampson St,MADDINGTON,6109,185.9,176.9,Shell
147,7-Eleven Middle Swan,40-42 Great Northern Hwy,MIDDLE SWAN,6056,184.9,176.9,7 Eleven
288,BP Connect West Coast,11 Scarborough Beach Rd,SCARBOROUGH,6019,188.9,176.9,BP
163,S24 Balcatta,229 Balcatta Rd,BALCATTA,6021,185.9,176.9,Caltex
164,S24 Bull Creek,83 Wheatley Dr,BULL CREEK,6149,185.9,176.9,Shell
290,BP Sorrento,128 West Coast Dr,SORRENTO,6020,188.9,176.9,BP
129,Ampol Foodary Scarborough,74 Scarborough Beach Rd,SCARBOROUGH,6019,183.9,176.9,Ampol
307,BP Baldivis Southbound Travel Centre,Lot 192 Leary Rd,BALDIVIS,6171,189.9,176.9,BP
166,S24 Forrestfield,155 Hale Rd,FORRESTFIELD,6058,185.9,176.9,Shell
440,BP Applecross,848 Canning Hwy,APPLECROSS,6153,191.9,176.9,BP
441,Ampol Foodary Bentley,91-93 Manning Rd,BENTLEY,6102,191.9,176.9,Ampol
434,BP 2go Collins Road,121 Collins Rd,WILLETTON,6155,190.9,176.9,BP
427,BP Connect Palm Springs,214 Warnbro Sound Ave,WARNBRO,6169,190.9,176.9,BP
20,Metro Wanneroo,994 Wanneroo Rd,WANNEROO,6065,176.9,176.9,Metro
458,BP Connect Thomsons Lake,810 Beeliar Dr,SUCCESS,6164,191.9,176.9,BP
16,Ampol Foodary Livingston,110 Ranford Rd,CANNING VALE,6155,175.9,176.9,Ampol
168,S24 Crystal Brook (Lesmurdie),7 Welshpool Rd East,LESMURDIE,6076,185.9,176.9,Shell
420,BP Singleton,2514 Mandurah Rd,SINGLETON,6175,190.9,176.9,BP
451,Ampol Foodary O'Connor,309 Stock Rd,O'CONNOR,6163,191.9,176.9,Ampol
459,BP Kenwick,48 Courtney Pl,WATTLE GROVE,6107,191.9,176.9,BP
43,Ampol Foodary Thornlie Square,316 Spencer Rd,THORNLIE,6108,179.9,176.9,Ampol
453,BP Piara Waters,12 Erade Dr,PIARA WATERS,6112,191.9,176.9,BP
452,BP Connect Beaumauris,2 Prendiville Ave,OCEAN REEF,6027,191.9,176.9,BP
471,BP Westgate,85 Queen Victoria St,FREMANTLE,6160,192.9,176.9,BP
482,BP Connect Riverton,339 High Rd,RIVERTON,6148,192.9,176.9,BP
486,Ampol Foodary Wangara,79 Buckingham Dr,WANGARA,6065,192.9,176.9,Ampol
445,Ampol Foodary East Fremantle,176 Canning Hwy,EAST FREMANTLE,6158,191.9,176.9,Ampol
361,BP Clarkson,28K Caloundra Rd,CLARKSON,6030,190.9,176.9,BP
446,BP Ellenbrook,180 The Promenade,ELLENBROOK,6069,191.9,176.9,BP
487,BP Connect Wembley,240 Cambridge St,WEMBLEY,6014,192.9,176.9,BP
232,BP Connect Ascot (WA),210 Great Eastern Hwy,ASCOT,6104,187.9,176.9,BP
512,Ampol Foodary Subiaco,194 Rokeby Rd,SUBIACO,6008,195.9,176.9,Ampol
187,7-Eleven Carlisle,232 Orrong Rd,CARLISLE,6101,186.9,176.9,7 Eleven
488,BP 2go Burrendah,69 Pinetree Gully Rd,WILLETTON,6155,192.9,176.9,BP
409,BP Connect Myaree,246 Leach Hwy,MYAREE,6154,190.9,176.9,BP
68,S24 Redcliffe,419 Great Eastern Hwy,REDCLIFFE,6104,181.9,176.9,Shell
92,Vibe Beechboro,495 Beechboro Rd North,BEECHBORO,6063,182.7,177.2,Vibe
115,Vibe Port Kennedy,35 Blackburn Dr,PORT KENNEDY,6172,183.7,177.5,Vibe
224,Vibe Piara Waters,390 Nicholson Rd,PIARA WATERS,6112,187.7,177.7,Vibe
58,Vibe Jandakot,630 Karel Ave,JANDAKOT,6164,181.3,177.7,Vibe
28,Petro Fuels Seville Grove,537 Lake Rd,SEVILLE GROVE,6112,178.8,177.8,Petro
208,7-Eleven Queens Park,235 Welshpool Rd,QUEENS PARK,6107,186.9,177.9,7 Eleven
255,Shell Reddy Express Bentley,1128 Albany Hwy,BENTLEY,6102,188.9,177.9,
237,Ampol Foodary Cannington,1346 Albany Hwy,CANNINGTON,6107,187.9,177.9,Ampol
209,7-Eleven Ridgewood,35 Kilrush Turn,RIDGEWOOD,6030,186.9,177.9,7 Eleven
244,BP Nookenburra,386 Scarborough Beach Rd,INNALOO,6018,187.9,177.9,BP
211,Shell Reddy Express Scarborough,205 West Coast Hwy,SCARBOROUGH,6019,186.9,177.9,
243,EG Ampol Greenwood,37 Canham Way,GREENWOOD,6024,187.9,177.9,EG Ampol
212,7-Eleven Southern River,481 Balfour St,SOUTHERN RIVER,6110,186.9,177.9,7 Eleven
213,Shell Reddy Express Southern River,216 Lakey St,SOUTHERN RIVER,6110,186.9,177.9,
215,Shell Coles Express Wanneroo Pearsall,621 Wanneroo Rd,WANNEROO,6065,186.9,177.9,Coles Express
216,Shell Reddy Express Warwick,274 Erindale Rd,WARWICK,6024,186.9,177.9,
217,Shell Reddy Express Willetton,239-247 High Rd,WILLETTON,6155,186.9,177.9,
218,7-Eleven Yanchep,2 Tamala Lane,YANCHEP,6035,186.9,177.9,7 Eleven
239,Ampol Foodary Clarkson,7 Ocean Keys Bvd,CLARKSON,6030,187.9,177.9,Ampol
234,Ampol Foodary Baldivis,614 Baldivis Rd,BALDIVIS,6171,187.9,177.9,Ampol
235,BP 2go Bellevue,59 Great Eastern Hwy,BELLEVUE,6056,187.9,177.9,BP
248,BP Naval Base,1351 Rockingham Rd,NAVAL BASE,6165,187.9,177.9,BP
214,Shell Reddy Express Waikiki,1-9 Gnangara Dr,WAIKIKI,6169,186.9,177.9,
387,Shell Reddy Express Kewdale,518 Abernethy Rd,KEWDALE,6105,190.9,177.9,
258,7-Eleven Brabham,3 Marvel Ent,BRABHAM,6055,188.9,177.9,7 Eleven
347,Shell Reddy Express Mandurah,Cnr Pinjarra Rd & Watson Dr,BARRAGUP,6209,190.9,177.9,
351,Shell Coles Express Beeliar,8 Durnin Ave,BEELIAR,6164,190.9,177.9,Coles Express
359,BP Canning Vale,1 Wilfred Rd,CANNING VALE,6155,190.9,177.9,BP
363,BP Connect Currambine,2 Sunlander Dr,CURRAMBINE,6028,190.9,177.9,BP
367,Shell Reddy Express Victoria Park,66 Kent St,EAST VICTORIA PARK,6101,190.9,177.9,
207,Shell Reddy Express Palmyra,80 Carrington St,PALMYRA,6157,186.9,177.9,
392,Shell Reddy Express Leeming,29/51 Farrington St,LEEMING,6149,190.9,177.9,
412,Shell Reddy Express Northam,10 Beamish Ave,NORTHAM,6401,190.9,177.9,
413,Ampol Foodary North Wanneroo,2624 Wanneroo Rd,NOWERGUP,6032,190.9,177.9,Ampol
419,Shell Reddy Express Westfield,88 Champion Dr,SEVILLE GROVE,6112,190.9,177.9,
421,Shell Reddy Express South Perth,3 Canning Hwy,SOUTH PERTH,6151,190.9,177.9,
424,Shell Reddy Express Upper Swan Roadhouse,1333 Great Northern Hwy,UPPER SWAN,6069,190.9,177.9,
443,Ampol Foodary Carine,510 Beach Rd,CARINE,6020,191.9,177.9,Ampol
456,BP Connect Phoenix,222 Rockingham Rd,SPEARWOOD,6163,191.9,177.9,BP
483,BP Connect South Perth,9 Mends St,SOUTH PERTH,6151,192.9,177.9,BP
345,Shell Reddy Express Banksia Grove,1001 Joondalup Dr,BANKSIA GROVE,6031,190.9,177.9,
342,Shell Reddy Express Brookdale,1256 Armadale Rd,ARMADALE,6112,190.9,177.9,
341,Shell Reddy Express Armadale,269 South Western Hwy,ARMADALE,6112,190.9,177.9,
320,BP 2go Silver Sands,183-187 Mandurah Tce,MANDURAH,6210,189.9,177.9,BP
259,Ampol Foodary Butler,11 Headingly Cr,BUTLER,6036,188.9,177.9,Ampol
260,Shell Reddy Express Cloverdale,223 Belmont Ave,CLOVERDALE,6105,188.9,177.9,
263,Shell Reddy Express Dianella,67 Walter Rd West,DIANELLA,6059,188.9,177.9,
269,Shell Reddy Express Jolimont,6 Jersey St,JOLIMONT,6014,188.9,177.9,
272,7-Eleven Kardinya,1 South St,KARDINYA,6163,188.9,177.9,7 Eleven
276,Shell Reddy Express Lakelands,49 Banksiadale Gte,LAKELANDS,6210,188.9,177.9,
279,Shell Reddy Express Middle Swan,Lot 46 Great Northern Hwy,MIDDLE SWAN,6056,188.9,177.9,
257,Shell Reddy Express Bicton,394 Canning Hwy,BICTON,6157,188.9,177.9,
282,Shell Reddy Express Mount Pleasant,1 The Esplanade,MOUNT PLEASANT,6153,188.9,177.9,
287,Ampol Foodary Rockingham,29 Dixon Rd,ROCKINGHAM,6168,188.9,177.9,Ampol
289,Ampol Foodary Secret Harbour,420 Secret Harbour Bvd,SECRET HARBOUR,6173,188.9,177.9,Ampol
291,Shell Reddy Express Wangara,1 Niche Pde,WANGARA,6065,188.9,177.9,
294,Shell Reddy Express Wembley,337 Cambridge St,WEMBLEY,6014,188.9,177.9,
295,Shell Reddy Express West Perth,30 Thomas St,WEST PERTH,6005,188.9,177.9,
317,Ampol Foodary Kingsley,86 Kingsley Dr,KINGSLEY,6026,189.9,177.9,Ampol
318,BP Connect Kwinana Hub,4 Chisham Ave,KWINANA TOWN CENTRE,6167,189.9,177.9,BP
283,Shell Reddy Express Ocean Reef,6 Marina Bvd,OCEAN REEF,6027,188.9,177.9,
206,Shell Reddy Express Osborne Park,11 Roberts St West,OSBORNE PARK,6017,186.9,177.9,
316,BP Welshpool,1 Ballantyne Rd,KEWDALE,6105,189.9,177.9,BP
204,Shell Reddy Express Myaree,69 North Lake Rd,MYAREE,6154,186.9,177.9,
179,7-Eleven Baldivis,370 Baldivis Rd,BALDIVIS,6171,186.9,177.9,7 Eleven
77,7-Eleven Mandurah,296 Pinjarra Rd,MANDURAH,6210,182.4,177.9,7 Eleven
205,Shell Reddy Express Mount Lawley,253 Walcott St,NORTH PERTH,6006,186.9,177.9,
96,7-Eleven Bibra Lake,35 Port Kembla Dr,BIBRA LAKE,6163,182.9,177.9,7 Eleven
99,7-Eleven Rockingham,129 Dixon Rd,EAST ROCKINGHAM,6168,182.9,177.9,7 Eleven
102,7-Eleven Thornlie,125 Murdoch Rd,THORNLIE,6108,182.9,177.9,7 Eleven
65,7-Eleven Kelmscott Central,4 Church St,KELMSCOTT,6111,181.9,177.9,7 Eleven
189,Shell Reddy Express Duncraig,193 Warwick Rd,DUNCRAIG,6023,186.9,177.9,
186,Shell Reddy Express Canning Vale,280 Bannister Rd,CANNING VALE,6155,186.9,177.9,
110,Better Choice Tuart Hill,150 Wanneroo Rd,TUART HILL,6060,183.5,177.9,Better Choice
184,Shell Reddy Express Brighton,61 Butler Bvd,BUTLER,6036,186.9,177.9,
182,Shell Reddy Express Bull Creek,44 Benningfield Rd,BULL CREEK,6149,186.9,177.9,
181,Shell Reddy Express Casuarina,1 Johnson Rd,BERTRAM,6167,186.9,177.9,
180,Shell Reddy Express Bayswater,34 Jackson St,BAYSWATER,6053,186.9,177.9,
188,Shell Reddy Express Clarkson,36 Ocean Keys Bvd,CLARKSON,6030,186.9,177.9,
190,Shell Reddy Express Edgewater,57 Joondalup Dr,EDGEWATER,6027,186.9,177.9,
72,7-Eleven Alkimos,10 Carlsbad Prom,ALKIMOS,6038,182.3,177.9,7 Eleven
191,Shell Reddy Express Ellenbrook,3 Goodwood Cres,ELLENBROOK,6069,186.9,177.9,
202,7-Eleven Midland,8 Clayton St,MIDLAND,6056,186.9,177.9,7 Eleven
201,Shell Reddy Express Malaga,492 Alexander Dr,MALAGA,6090,186.9,177.9,
200,Shell Reddy Express Langford,70 Nicholson Rd,LANGFORD,6147,186.9,177.9,
199,Shell Reddy Express Kingsley,47 Renegade Way,KINGSLEY,6026,186.9,177.9,
198,7-Eleven Kelmscott,105 Champion Dr,KELMSCOTT,6111,186.9,177.9,7 Eleven
62,Ampol Foodary Ascot,204 Great Eastern Hwy,ASCOT,6104,181.9,177.9,Ampol
196,Ampol Foodary Cockburn Central,3 Armadale Rd,JANDAKOT,6164,186.9,177.9,Ampol
197,Shell Reddy Express Karawara,222 Manning Rd,KARAWARA,6152,186.9,177.9,
195,Shell Reddy Express Halls Head,14 Guava Way,HALLS HEAD,6210,186.9,177.9,
194,7-Eleven Greenfields South,13 Lakes Rd,GREENFIELDS,6210,186.9,177.9,7 Eleven
193,Shell Reddy Express Girrawheen,60 Marangaroo Dr,GIRRAWHEEN,6064,186.9,177.9,
192,Shell Reddy Express Fremantle,101 Hampton Rd,FREMANTLE,6160,186.9,177.9,
26,7-Eleven Landsdale,8 Mullingar Way,LANDSDALE,6065,178.5,177.9,7 Eleven
53,Ampol Foodary Altone Road,159 Altone Rd,BEECHBORO,6063,180.9,177.9,Ampol
55,7-Eleven Midvale,231 Morrison Rd,MIDVALE,6056,180.9,177.9,7 Eleven
169,EG Ampol Maddington West,207 Burslem Dr,MADDINGTON,6109,185.9,177.9,EG Ampol
113,Vibe Kwinana Town Centre,6 Chisham Ave,KWINANA TOWN CENTRE,6167,183.7,178.3,Vibe
155,Better Choice Bellevue,177-179 Great Eastern Hwy,BELLEVUE,6056,185.5,178.5,Better Choice
156,Better Choice Como,25 Preston St,COMO,6152,185.5,178.5,Better Choice
157,Better Choice Edgewater,21 Edgewater Dr,EDGEWATER,6027,185.5,178.5,Better Choice
109,Better Choice Malaga,3 Carson Rd,MALAGA,6090,183.5,178.5,Better Choice
88,United Neerabup Truck Stop,2038 Wanneroo Rd,NEERABUP,6031,182.5,178.5,United
37,Vibe Neerabup,1 Pinnacle Dr,NEERABUP,6031,179.3,178.7,Vibe
35,Vibe Kalamunda,7 Mead St,KALAMUNDA,6926,179.3,178.7,Vibe
105,Vibe Charles St,427 Charles St,NORTH PERTH,6006,183.3,178.7,Vibe
112,Vibe Bedford,168 Walter Rd West,BEDFORD,6052,183.7,178.7,Vibe
61,Petro Fuels Baldivis,2/909 Mandurah Rd,BALDIVIS,6171,181.8,178.8,Petro
315,EG Ampol Whitfords,470 Whitfords Ave,HILLARYS,6025,189.9,178.9,EG Ampol
313,Ampol Foodary Gosnells,158 Corfield St,GOSNELLS,6110,189.9,178.9,Ampol
312,EG Ampol Floreat,5 Howtree Pl,FLOREAT,6014,189.9,178.9,EG Ampol
311,EG Ampol Ellenbrook,11 Main St,ELLENBROOK,6069,189.9,178.9,EG Ampol
477,BP Kardinya,88 Gilbertson Rd,KARDINYA,6163,192.9,178.9,BP
481,BP Highgate,342 Beaufort St,PERTH,6000,192.9,178.9,BP
135,Ampol Foodary Belmont,303 Great Eastern Hwy,BELMONT,6104,184.9,178.9,Ampol
293,Ampol Welshpool Diesel Stop,119 Kurnall Rd,WELSHPOOL,6106,188.9,178.9,Ampol
292,Ampol Foodary Warnbro,2 Bristol St,WARNBRO,6169,188.9,178.9,Ampol
285,EG Ampol Port Kennedy,12 Saltaire Way,PORT KENNEDY,6172,188.9,178.9,EG Ampol
319,BP Maida Vale,269 Kalamunda Rd,MAIDA VALE,6057,189.9,178.9,BP
326,OTR Perth Pier Street,17 Brisbane St,PERTH,6000,189.9,178.9,Shell
122,Ampol Foodary Malaga Drive,76 Malaga Dr,MALAGA,6090,183.9,178.9,Ampol
284,EG Ampol Osborne Park,401 Scarborough Beach Rd,OSBORNE PARK,6017,188.9,178.9,EG Ampol
333,S24 Yanchep,1 Ikara Lane,YANCHEP,6035,189.9,178.9,Caltex
334,OTR Yangebup,71 Shallcross St,YANGEBUP,6164,189.9,178.9,Caltex
185,Ampol Foodary Byford,Lot 22 South Western Hwy,BYFORD,6122,186.9,178.9,Ampol
236,EG Ampol Canning Vale,15 Sarah Cl,CANNING VALE,6155,187.9,178.9,EG Ampol
247,EG Ampol Mirrabooka,53 Yirrigan Dr,MIRRABOOKA,6061,187.9,178.9,EG Ampol
433,Ampol Foodary Willetton,169 High Rd,WILLETTON,6155,190.9,178.9,Ampol
356,EG Ampol Brabham,3 Marvel Ent,BRABHAM,6055,190.9,178.9,EG Ampol
366,BP Connect East Perth,68-70 Brown St,EAST PERTH,6004,190.9,178.9,BP
415,BP Connect Padbury,2 Warburton Ave,PADBURY,6025,190.9,178.9,BP
97,Ampol Foodary Bannister Road,60 Bannister Rd,CANNING VALE,6155,182.9,178.9,Ampol
380,BP Huntingdale,68 Warton Rd,HUNTINGDALE,6110,190.9,178.9,BP
328,BP Connect Merriwa,2 Ridgewood Bvd,RIDGEWOOD,6030,189.9,178.9,BP
329,OTR Roleystone,770 Brookton Hwy,ROLEYSTONE,6111,189.9,178.9,Caltex
231,Ampol Foodary Applecross,918 Canning Hwy,APPLECROSS,6153,187.9,178.9,Ampol
265,Ampol Foodary Erskine,112 Oakleigh Dr,ERSKINE,6210,188.9,178.9,Ampol
167,S24 Guildford,22 Johnson St,GUILDFORD,6055,185.9,178.9,Caltex
256,Ampol Bibra Lake Diesel Stop,5 Cocos Dr,BIBRA LAKE,6163,188.9,178.9,Ampol
271,EG Ampol Joondalup Winton Road,189 Winton Rd,JOONDALUP,6027,188.9,178.9,EG Ampol
270,Ampol Foodary Joondalup,420 Joondalup Dr,JOONDALUP,6027,188.9,178.9,Ampol
242,EG Ampol Falcon,651 Old Coast Rd,FALCON,6210,187.9,178.9,EG Ampol
280,Ampol Foodary Midvale,375 Great Eastern Hwy,MIDVALE,6056,188.9,178.9,Ampol
268,Ampol Foodary Greenfields,35 Minilya Pkwy,GREENFIELDS,6210,188.9,178.9,Ampol
252,EG Ampol Southern River,466 Warton Rd,SOUTHERN RIVER,6110,187.9,178.9,EG Ampol
278,Ampol Foodary Leederville,319 Vincent St,LEEDERVILLE,6007,188.9,178.9,Ampol
266,Ampol Foodary Falcon (Miami Beach),2 Baroy St,FALCON,6210,188.9,178.9,Ampol
