Name,Location,Suberb,PostCode,Price Today,Price Tomorrow,Brand
Ampol Foodary Joondalup,420 Joondalup Dr,JOONDALUP,6027,181.9,171.9,Ampol
Ampol Foodary Kwinana,Cnr Mandurah Rd & Wellard Rd,KWINANA BEACH,6167,181.9,169.9,Ampol
Ampol Foodary Leederville,319 Vincent St,LEEDERVILLE,6007,181.9,171.9,Ampol
Caltex Lesmurdie,194 Canning Rd,LESMURDIE,6076,181.9,175.9,Caltex
Caltex Lynwood,2 Lynwood Ave,LYNWOOD,6147,181.9,175.9,Caltex
Caltex Malaga,1896 Beach Rd,MALAGA,6090,181.9,175.9,Caltex
Caltex Mandurah,105 Reserve Dr,MANDURAH,6210,181.9,175.9,Caltex
EG Ampol Mandurah,10-12 Magenta Tce,MANDURAH,6210,181.9,169.9,EG Ampol
Caltex Meadow Springs,25 Meadow Springs Dr,MEADOW SPRINGS,6210,181.9,175.9,Caltex
Caltex Merriwa,5/4 Hughie Edwards Dr,MERRIWA,6030,181.9,175.9,Caltex
Ampol Foodary Midvale,375 Great Eastern Hwy,MIDVALE,6056,181.9,171.9,Ampol
Caltex Midvale,232-234 Morrison Rd,MIDVALE,6056,181.9,175.9,Caltex
Caltex Mindarie,22 Anchorage Dr,MINDARIE,6030,181.9,175.9,Caltex
EG Ampol Morley Galleria,60 Russell St,MORLEY,6062,181.9,169.9,EG Ampol
United Mount Barker Roadhouse Truck Stop,31763 Albany Hwy,MOUNT BARKER,6324,181.9,181.9,United
Caltex Mount Lawley,81 Guildford Rd,MOUNT LAWLEY,6050,181.9,175.9,Caltex
Caltex Mundaring,7060 Great Eastern Hwy,MUNDARING,6073,181.9,175.9,Caltex
Caltex Murdoch,170 Murdoch Dr,MURDOCH,6150,181.9,175.9,Caltex
Caltex Naval Base,Cnr Rockingham Rd & Lee Rd,NAVAL BASE,6165,181.9,175.9,Caltex
Caltex Neerabup,2056 Wanneroo Rd,NEERABUP,6031,181.9,175.9,Caltex
BP Connect Beaumauris,2 Prendiville Ave,OCEAN REEF,6027,181.9,166.9,BP
Caltex Osborne Park,8 Main St,OSBORNE PARK,6017,181.9,175.9,Caltex
BP Connect Padbury,2 Warburton Ave,PADBURY,6025,181.9,169.9,BP
Caltex Pearsall,204 Shiraz Bvd,PEARSALL,6065,181.9,175.9,Caltex
Ampol Foodary Rivervale,111 Great Eastern Hwy,RIVERVALE,6103,181.9,172.9,Ampol
Ampol Foodary Rockingham,29 Dixon Rd,ROCKINGHAM,6168,181.9,170.9,Ampol
Ampol Foodary Secret Harbour,420 Secret Harbour Bvd,SECRET HARBOUR,6173,181.9,170.9,Ampol
EG Ampol South Fremantle,219 Hampton Rd,SOUTH FREMANTLE,6162,181.9,169.9,EG Ampol
Caltex Upper Swan,1383 Great Northern Hwy,UPPER SWAN,6069,181.9,175.9,Caltex
Ampol Foodary Warnbro,2 Bristol St,WARNBRO,6169,181.9,171.9,Ampol
Caltex Warnbro,649-651 Safety Bay Rd,WARNBRO,6169,181.9,175.9,Caltex
Caltex Welshpool,23 Kewdale Rd,WELSHPOOL,6106,181.9,175.9,Caltex
Ampol Foodary Forrest Highway North,Lot 602 Forrest Hwy,WEST PINJARRA,6208,181.9,172.9,Ampol
Ampol Foodary Forrest Highway South,Lot 601 Forrest Hwy,WEST PINJARRA,6208,181.9,172.9,Ampol
Vibe South Bunbury,302 Blair St,SOUTH BUNBURY,6230,182.3,182.3,Vibe
Liberty Oyster Harbour,4 Bayonet Head Rd,BAYONET HEAD,6330,182.5,178.5,Liberty
7-Eleven Dalyellup,51 Tiffany Ctr,DALYELLUP,6230,182.5,182.5,7 Eleven
Liberty McKail,557 Albany Hwy,MCKAIL,6330,182.5,178.5,Liberty
Ampol Foodary Melville,585 Canning Hwy,ALFRED COVE,6154,182.9,169.9,Ampol
Ampol Foodary Northlands,391 Wanneroo Rd,BALCATTA,6021,182.9,168.9,Ampol
EG Ampol Ballajura,5 Hamelin Dr,BALLAJURA,6066,182.9,170.9,EG Ampol
7-Eleven Banksia Grove,1/300 Joseph Banks Bvd,BANKSIA GROVE,6031,182.9,173.9,7 Eleven
7-Eleven Bassendean,302-318 Collier Rd,BASSENDEAN,6054,182.9,171.9,7 Eleven
EG Ampol Brabham,3 Marvel Ent,BRABHAM,6055,182.9,170.9,EG Ampol
BP 2go Cannington,1443 Albany Hwy,CANNINGTON,6107,182.9,166.9,BP
Liberty Cataby,10805 Brand Hwy,CATABY,6507,182.9,182.9,Liberty
BP Westgate,85 Queen Victoria St,FREMANTLE,6160,182.9,166.9,BP
EG Ampol Geraldton,59 Cathedral Ave,GERALDTON,6530,182.9,182.9,EG Ampol
7-Eleven Gosnells,303 Corfield St,GOSNELLS,6110,182.9,173.9,7 Eleven
Ampol Foodary Gosnells,158 Corfield St,GOSNELLS,6110,182.9,171.9,Ampol
7-Eleven Greenfields,1 Eaglemont St,GREENFIELDS,6210,182.9,173.9,7 Eleven
7-Eleven Joondalup,8 Buick Way,JOONDALUP,6027,182.9,173.9,7 Eleven
BP Kardinya,88 Gilbertson Rd,KARDINYA,6163,182.9,168.9,BP
Ampol Foodary Kingsley,86 Kingsley Dr,KINGSLEY,6026,182.9,170.9,Ampol
Ampol Foodary Murdoch,10 Robson Way,MURDOCH,6150,182.9,172.9,Ampol
BP Rosegarden,129 Stirling Hwy,NEDLANDS,6009,182.9,169.9,BP
BP Highgate,342 Beaufort St,PERTH,6000,182.9,168.9,BP
BP Piara Waters,12 Erade Dr,PIARA WATERS,6112,182.9,167.9,BP
BP Connect Riverton,339 High Rd,RIVERTON,6148,182.9,166.9,BP
Serpentine Falls Roadhouse,2 Falls Rd,SERPENTINE,6125,182.9,182.9,Independent
BP South Fremantle,229B Hampton Rd,SOUTH FREMANTLE,6162,182.9,166.9,BP
BP Connect South Perth,9 Mends St,SOUTH PERTH,6151,182.9,167.9,BP
7-Eleven Success,660 Beeliar Dr,SUCCESS,6164,182.9,173.9,7 Eleven
BP Connect Palm Springs,214 Warnbro Sound Ave,WARNBRO,6169,182.9,168.9,BP
7-Eleven Wattle Grove,332 Hale Rd,WATTLE GROVE,6107,182.9,173.9,7 Eleven
BP Kenwick,48 Courtney Pl,WATTLE GROVE,6107,182.9,167.9,BP
BP Connect Wembley,240 Cambridge St,WEMBLEY,6014,182.9,166.9,BP
BP 2go Burrendah,69 Pinetree Gully Rd,WILLETTON,6155,182.9,166.9,BP
BP 2go Woodvale,941 Whitfords Ave,WOODVALE,6026,182.9,166.9,BP
Phoenix Barlee St,31 Barlee St,BUSSELTON,6280,183.0,183.0,Independent
United Vasse Truck Stop,210 Northerly St,VASSE,6280,183.5,183.5,United
Vibe Bullsbrook,2533 Great Northern Hwy,BULLSBROOK,6084,183.7,173.7,Vibe
Ampol Foodary North Yunderup,868 Pinjarra Rd,FURNISSDALE,6209,183.9,172.9,Ampol
Ampol Foodary Gelorup,39 Bussell Hwy,GELORUP,6230,183.9,183.9,Ampol
Ampol Foodary Karrinyup,490 Karrinyup Rd,GWELUP,6018,183.9,172.9,Ampol
Ampol Foodary Kewdale,2 Fenton St,KEWDALE,6105,183.9,172.9,Ampol
Ampol Foodary Malaga,1 Capital Rd,MALAGA,6090,183.9,172.9,Ampol
7-Eleven Morley,162 Russell St,MORLEY,6062,183.9,172.9,7 Eleven
Ampol Foodary North Wanneroo,2624 Wanneroo Rd,NOWERGUP,6032,183.9,170.9,Ampol
Ampol Foodary East Perth,157 Lord St,PERTH,6000,183.9,172.9,Ampol
BP Connect Phoenix,222 Rockingham Rd,SPEARWOOD,6163,183.9,169.9,BP
Ampol Foodary Willetton,169 High Rd,WILLETTON,6155,183.9,171.9,Ampol
7-Eleven Ascot,194 Great Eastern Hwy,ASCOT,6104,184.9,175.9,7 Eleven
Ampol Foodary Bentley,91-93 Manning Rd,BENTLEY,6102,184.9,169.9,Ampol
7-Eleven Busselton,81-93 West St,BUSSELTON,6280,184.9,184.9,7 Eleven
7-Eleven Byford South,25 Abernethy Rd,BYFORD,6122,184.9,175.9,7 Eleven
Ampol Foodary Carine,510 Beach Rd,CARINE,6020,184.9,170.9,Ampol
BP Beeliar,701 Beeliar Dr,COCKBURN CENTRAL,6164,184.9,178.9,BP
Ampol Foodary East Fremantle,176 Canning Hwy,EAST FREMANTLE,6158,184.9,169.9,Ampol
BP Greenwood,19 Coolibah Dr,GREENWOOD,6024,184.9,178.9,BP
S24 Harvey,77 Uduc Rd,HARVEY,6220,184.9,180.9,Caltex
BP Henley Brook,1520 Gnangara Rd,HENLEY BROOK,6055,184.9,178.9,BP
Herne Hill General Store,777 Great Northern Hwy,HERNE HILL,6056,184.9,184.9,Puma
Caltex High Wycombe OPT,494 Kalamunda Rd,HIGH WYCOMBE,6057,184.9,184.9,Caltex
BP Mindarie,360 Anchorage Dr North,MINDARIE,6030,184.9,178.9,BP
BP Mullaloo,101 Dampier Av,MULLALOO,6027,184.9,178.9,BP
Ampol Foodary O'Connor,309 Stock Rd,O'CONNOR,6163,184.9,169.9,Ampol
Condello's Liquor Waterloo,14755 South Western Hwy,PICTON EAST,6229,184.9,184.9,Pheonix
Ampol Foodary Yanchep,1 Morwell St,YANCHEP,6035,184.9,172.9,Ampol
Gull Waterloo,14270 South Western Hwy,WATERLOO,6228,185.7,185.7,Gull
Ampol Foodary Forrestdale,63 Alex Wood Dr,FORRESTDALE,6112,185.9,172.9,Ampol
Ampol Rous Head,Cnr North Mole Dr & Rous Head Rd,NORTH FREMANTLE,6159,185.9,185.9,Ampol
Astron Roleystone,11 Wygonda Rd,ROLEYSTONE,6111,185.9,185.9,Astron
7-Eleven Bunbury East,8D Picton Rd,EAST BUNBURY,6230,186.7,186.7,7 Eleven
EG Ampol Bunbury,Lot 68 Pennant Rd,EAST BUNBURY,6230,186.9,186.9,EG Ampol
Ampol Foodary Mt Lawley,810 Beaufort St,MOUNT LAWLEY,6050,186.9,167.9,Ampol
Shell Reddy Express Vasse,2 Napoleon Prom,VASSE,6280,186.9,186.9,
Ampol Foodary Lakelands,Lot 50 Mandurah Rd,MEADOW SPRINGS,6210,187.9,171.9,Ampol
Mt Barker Fuel Services,48 Lowood Rd,MOUNT BARKER,6324,187.9,187.9,Independent
Ampol Foodary Nedlands,7 Broadway,NEDLANDS,6009,187.9,172.9,Ampol
7-Eleven Caversham,2131 West Swan Rd,CAVERSHAM,6055,188.9,177.9,7 Eleven
Ampol Foodary Subiaco,194 Rokeby Rd,SUBIACO,6008,188.9,169.9,Ampol
Whalley's United Uberwash,225-227 Albany Hwy,MOUNT MELVILLE,6330,189.4,189.4,United
Elleker General Store,1309 Lower Denmark Rd,ELLEKER,6330,189.5,189.5,Puma
United Kellerberrin Truck Stop,150 Massingham St,KELLERBERRIN,6410,189.5,189.5,United
BP Cowaramup,1 Roy Earl Dr,COWARAMUP,6284,189.9,189.9,BP
Fruit Barn,7 South Western Hwy,DONNYBROOK,6239,189.9,189.9,Liberty
Caltex Lakes Road Nambeelup,6 Dollyup Street,STAKE HILL,6181,189.9,189.9,Caltex
FDWA Cunderdin,67 Lundy Ave,CUNDERDIN,6407,190.0,189.0,Independent
Liberty Karratha,2 Cockatoo St,NICKOL,6714,190.9,186.9,Liberty
7-Eleven Withers,1 Island Queen St,WITHERS,6230,190.9,190.9,7 Eleven
Better Choice Margaret River,211 Bussell Hwy,MARGARET RIVER,6285,191.2,191.2,Better Choice
Ampol Foodary Mosman Park,676 Stirling Hwy,MOSMAN PARK,6012,191.9,172.9,Ampol
Caltex Busselton,99 Causeway Rd,BUSSELTON,6280,192.9,192.9,Caltex
Caltex Bunbury South,1 Brittain Rd,CAREY PARK,6230,192.9,192.9,Caltex
Shell Reddy Express Esperance,25 Andrew St,ESPERANCE,6450,192.9,192.9,
Geographe IGA,328 Marine Tce,GEOGRAPHE,6280,192.9,192.9,Liberty
Ampol Foodary Yangebup,289 Beeliar Dr,YANGEBUP,6164,192.9,172.9,Ampol
Ampol Foodary Busselton,115 Strelly St,BUSSELTON,6280,193.9,193.9,Ampol
Ampol Foodary Esperance,59 Dempster St,ESPERANCE,6450,193.9,193.9,Ampol
Metro Jurien Bay,74 Bashford St,JURIEN BAY,6516,193.9,193.9,Metro
Shell Reddy Express Margaret River,78 Bussell Hwy,MARGARET RIVER,6285,193.9,193.9,
Ampol Foodary Williams,56 Albany Hwy,WILLIAMS,6391,193.9,193.9,Ampol
Vibe Treendale,157 Grand Ent,AUSTRALIND,6233,194.7,194.7,Vibe
7-Eleven Treendale,147-149 Grand Ent,AUSTRALIND,6233,194.9,194.7,7 Eleven
BP 2go Australind,80 Old Coast Rd,AUSTRALIND,6233,194.9,194.9,BP
EG Ampol Australind,Cnr Grand Ent & The Promenade,AUSTRALIND,6233,194.9,194.9,EG Ampol
7-Eleven Dunsborough,100 Commonage Rd,DUNSBOROUGH,6281,194.9,194.9,7 Eleven
7-Eleven Eaton,15 Albatross Cres,EATON,6232,194.9,194.9,7 Eleven
EG Ampol Eaton,2 Recreation Dr,EATON,6232,194.9,194.9,EG Ampol
Shell Reddy Express Bunbury Gateway,9805 Forrest Hwy,GLEN IRIS,6230,194.9,194.9,
EG Ampol Manjimup,89 Mottram St,MANJIMUP,6258,194.9,194.9,EG Ampol
Caltex Moora,65 Roberts St,MOORA,6510,194.9,191.9,Caltex
Shell Reddy Express Bunbury,70 Forrest Ave,SOUTH BUNBURY,6230,194.9,194.9,
Shell Reddy Express Bunbury Outbound,9850 Forrest Hwy,VITTORIA,6230,194.9,194.9,
Better Choice Karridale Roadhouse,12440 Bussell Hwy,KARRIDALE,6288,195.2,195.2,Better Choice
Caltex Binningup,7080 Forrest Hwy,BINNINGUP,6233,196.9,196.9,Caltex
EG Ampol Brooks Garden,162 Chester Pass Rd,LANGE,6330,196.9,196.9,EG Ampol
Caltex Myalup,6043 Forrest Hwy,MYALUP,6220,196.9,196.9,Caltex
Ampol Foodary Eaton,1 Pratt Rd,EATON,6232,197.9,195.9,Ampol
Ampol Foodary Newman,Lot 1328 Newman Dr,NEWMAN,6753,197.9,197.9,Ampol
Caltex Dalwallinu,4 Johnston St,DALWALLINU,6609,198.9,198.9,Caltex
Shell Reddy Express Dunsborough,64 Dunn Bay Rd,DUNSBOROUGH,6281,198.9,198.9,
Caltex Glenfield,1182 Chapman Rd,GLENFIELD,6532,198.9,198.9,Caltex
Caltex Mt Melville,317 Albany Hwy,MOUNT MELVILLE,6330,198.9,198.9,Caltex
Caltex Tarcoola,156 Brand Hwy,TARCOOLA BEACH,6530,198.9,198.9,Caltex
Astron Quinns Rocks,121 Quinns Rd,QUINNS ROCKS,6030,199.5,175.9,Astron
Ampol Foodary Karratha,Lot 3861 Bathgate Rd,NICKOL,6714,199.9,199.9,Ampol
Ampol Foodary North Road,204 North Rd,YAKAMIA,6330,199.9,199.9,Ampol
Shell Reddy Express Albany Orana,342 Albany Hwy,ORANA,6330,200.9,200.9,
Kambalda Roadhouse,2 Bluebush Rd,KAMBALDA WEST,6442,202.9,202.9,Liberty
Shell Reddy Express Kununurra Roadhouse,17 Poinciana St,KUNUNURRA,6743,202.9,202.9,
BP South Hedland,2 Throssell Rd,SOUTH HEDLAND,6722,202.9,202.9,BP
United Boulder Kalgoorlie,26 Davis St,BOULDER,6432,203.9,203.9,United
Ampol Foodary South Hedland,67 Hamilton Rd,SOUTH HEDLAND,6722,203.9,203.9,Ampol
Ampol Foodary Kalgoorlie,581 Hannan St,SOMERVILLE,6430,205.9,205.9,Ampol
Ampol Foodary Kalgoorlie South,146 Boulder Rd,SOUTH KALGOORLIE,6430,205.9,205.9,Ampol
Shell Reddy Express Boulder,35 Frank St,BOULDER,6432,206.9,206.9,
Caltex South Hedland,1 Altitude Ave,PORT HEDLAND,6721,212.9,212.9,Caltex
EG Ampol Carnarvon,90 Robinson St,CARNARVON,6701,213.9,213.9,EG Ampol
Ampol Foodary Carnarvon,595 Robinson St,KINGSFORD,6701,213.9,213.9,Ampol
Ampol Foodary Coolgardie,110-114 Bayley St,COOLGARDIE,6429,215.9,215.9,Ampol
BP Port Hedland Boulevard,150 Anderson St,PORT HEDLAND,6721,215.9,215.9,BP
Shell Reddy Express South Hedland Roadhouse,Lot 5553 Great Northern Hwy,WEDGEFIELD,6721,216.9,216.9,
Ningaloo Reef Fuels,6 Pelias St,EXMOUTH,6707,220.9,220.9,Independent
Exmouth Fuel Supplies,2 Huston St,EXMOUTH,6707,226.8,226.8,Independent
Ampol Foodary Exmouth,77 Maidstone Cr,EXMOUTH,6707,231.9,231.9,Ampol
United Broome,49 Reid Rd,CABLE BEACH,6726,240.9,240.9,United
BP Shinju Broome,101 Guy St,BROOME,6725,244.9,244.9,BP
Shell Reddy Express Broome,19 Napier Tce,BROOME,6725,246.9,246.9,
EG Ampol Djugun,106 Frederick St,DJUGUN,6725,246.9,246.9,EG Ampol
BP Colac,138 Loch St,DERBY,6728,249.9,249.9,BP
Ampol Foodary Broome,50 Mavis Rd,BILINGURR,6725,,,Ampol
Shell Reddy Express Port Hedland,Lot 2065 Wilson St,PORT HEDLAND,6721,,,
S-Bend Caravan Park,27 Company Rd,SOUTH GREENOUGH,6528,,225.0,Liberty
Caltex Victoria Park,162-170 Albany Hwy,VICTORIA PARK,6100,,,Caltex
Gull York Roadhouse,63 Avon Tce,YORK,6302,,,Gull
